date,tempHigh,tempAvg,tempLow,dewHigh,dewAvg,dewLow,humHigh,humAvg,humLow,windHigh,windAvg,windGust,presHigh,presAvg,presLow,rain
29,32.4 °C,27.1 °C,21.8 °C,27.2 °C,23.2 °C,20 °C,94%,88%,73%,3 kph,0 kph,11 kph,1010 hPa,1008 hPa,1007 hPa,0.8 mm
30,31.4 °C,26.4 °C,21.5 °C,26.7 °C,23.4 °C,20 °C,95%,88%,78%,6 kph,1 kph,14 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
31,31.7 °C,26.7 °C,21.8 °C,27.2 °C,23.6 °C,20.6 °C,95%,87%,75%,8 kph,1 kph,19 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Sep,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,32.7 °C,27.4 °C,22.1 °C,26.7 °C,23 °C,20.6 °C,94%,86%,69%,6 kph,1 kph,14 kph,1010 hPa,1008 hPa,1005 hPa,7.4 mm
2,32.2 °C,26.9 °C,21.7 °C,26.7 °C,23.4 °C,20.6 °C,95%,88%,73%,10 kph,1 kph,23 kph,1009 hPa,1007 hPa,1004 hPa,9.7 mm
3,32.9 °C,26.9 °C,20.9 °C,26.7 °C,22.9 °C,19.4 °C,95%,86%,65%,5 kph,1 kph,16 kph,1009 hPa,1007 hPa,1005 hPa,0.3 mm
4,32.3 °C,26.8 °C,21.3 °C,26.7 °C,22.7 °C,20 °C,95%,87%,73%,5 kph,2 kph,18 kph,1010 hPa,1008 hPa,1006 hPa,1.5 mm
5,30.5 °C,26.1 °C,21.7 °C,26.7 °C,23.3 °C,20.6 °C,95%,90%,81%,6 kph,1 kph,14 kph,1011 hPa,1009 hPa,1007 hPa,25.9 mm
6,31.2 °C,26.6 °C,22.1 °C,26.7 °C,23.6 °C,20.6 °C,95%,88%,73%,5 kph,1 kph,13 kph,1012 hPa,1009 hPa,1007 hPa,6.1 mm
7,31.3 °C,27.2 °C,23.1 °C,27.2 °C,23.6 °C,21.7 °C,95%,88%,76%,8 kph,1 kph,19 kph,1011 hPa,1008 hPa,1006 hPa,33.5 mm
8,29.4 °C,26.2 °C,23.1 °C,26.1 °C,23.8 °C,21.7 °C,95%,91%,82%,6 kph,1 kph,16 kph,1010 hPa,1009 hPa,1008 hPa,3 mm
9,30.1 °C,26.9 °C,23.7 °C,26.1 °C,23.4 °C,21.7 °C,95%,90%,77%,10 kph,1 kph,24 kph,1010 hPa,1008 hPa,1006 hPa,50.3 mm
10,30.5 °C,26.9 °C,23.3 °C,26.7 °C,24.1 °C,22.2 °C,95%,90%,81%,8 kph,1 kph,16 kph,1008 hPa,1006 hPa,1004 hPa,0.5 mm
11,30.4 °C,27 °C,23.5 °C,26.7 °C,23.9 °C,22.2 °C,95%,91%,82%,8 kph,2 kph,19 kph,1008 hPa,1006 hPa,1004 hPa,22.6 mm
12,29.9 °C,26.1 °C,22.3 °C,26.7 °C,23.2 °C,21.1 °C,95%,91%,80%,6 kph,1 kph,21 kph,1009 hPa,1008 hPa,1006 hPa,0.8 mm
13,29.7 °C,25.9 °C,22 °C,26.1 °C,23.2 °C,20.6 °C,96%,88%,77%,5 kph,1 kph,13 kph,1009 hPa,1007 hPa,1005 hPa,0.3 mm
14,31.9 °C,27.2 °C,22.4 °C,26.1 °C,22.9 °C,21.1 °C,95%,86%,67%,5 kph,1 kph,13 kph,1008 hPa,1006 hPa,1005 hPa,0 mm
15,31.4 °C,26.7 °C,22 °C,26.1 °C,22.7 °C,20.6 °C,95%,83%,65%,6 kph,2 kph,23 kph,1007 hPa,1005 hPa,1003 hPa,0 mm
16,30.8 °C,27.1 °C,23.3 °C,26.1 °C,23.7 °C,21.7 °C,93%,85%,71%,8 kph,2 kph,19 kph,1008 hPa,1005 hPa,1003 hPa,0 mm
17,30.6 °C,26.9 °C,23.3 °C,26.7 °C,23.8 °C,21.7 °C,94%,88%,80%,10 kph,2 kph,24 kph,1009 hPa,1007 hPa,1005 hPa,1.8 mm
18,31.3 °C,26.9 °C,22.4 °C,27.2 °C,23.9 °C,21.1 °C,94%,87%,76%,8 kph,2 kph,19 kph,1009 hPa,1006 hPa,1004 hPa,0.3 mm
19,31.2 °C,27.4 °C,23.7 °C,27.2 °C,23.7 °C,22.2 °C,95%,90%,79%,6 kph,1 kph,18 kph,1008 hPa,1006 hPa,1004 hPa,31 mm
20,29.5 °C,26.4 °C,23.3 °C,26.7 °C,23.8 °C,22.2 °C,95%,92%,85%,6 kph,1 kph,26 kph,1009 hPa,1008 hPa,1006 hPa,10.2 mm
21,30.9 °C,26.6 °C,22.3 °C,27.2 °C,23.9 °C,21.1 °C,95%,88%,76%,5 kph,1 kph,14 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
22,32.2 °C,27.7 °C,23.3 °C,26.1 °C,23.4 °C,20.6 °C,95%,87%,69%,6 kph,1 kph,23 kph,1010 hPa,1008 hPa,1005 hPa,39.1 mm
23,31.3 °C,25.4 °C,23.1 °C,26.7 °C,23.4 °C,21.7 °C,95%,91%,77%,5 kph,1 kph,14 kph,1009 hPa,1007 hPa,1005 hPa,20.1 mm
24,30.9 °C,25.4 °C,22.3 °C,26.7 °C,23.3 °C,21.1 °C,96%,90%,77%,6 kph,1 kph,16 kph,1008 hPa,1005 hPa,1002 hPa,3.8 mm
25,30.3 °C,24.8 °C,23.1 °C,26.1 °C,23 °C,21.1 °C,95%,91%,78%,8 kph,1 kph,14 kph,1007 hPa,1005 hPa,1003 hPa,18 mm
26,29.8 °C,25.7 °C,22.4 °C,26.1 °C,23.5 °C,21.1 °C,96%,90%,75%,5 kph,1 kph,11 kph,1007 hPa,1005 hPa,1002 hPa,6.9 mm
27,30.4 °C,25.7 °C,23.7 °C,26.7 °C,23.4 °C,22.2 °C,95%,89%,74%,6 kph,1 kph,16 kph,1008 hPa,1006 hPa,1004 hPa,10.7 mm
28,29.8 °C,24.9 °C,23.3 °C,26.7 °C,23.1 °C,21.7 °C,95%,92%,82%,5 kph,1 kph,19 kph,1010 hPa,1007 hPa,1005 hPa,10.4 mm
29,30.3 °C,24.9 °C,23.1 °C,27.2 °C,23.4 °C,22.2 °C,96%,93%,84%,5 kph,1 kph,18 kph,1009 hPa,1008 hPa,1006 hPa,1 mm
30,31.6 °C,25.8 °C,21.8 °C,26.7 °C,23.1 °C,20.6 °C,96%,87%,66%,3 kph,1 kph,19 kph,1009 hPa,1007 hPa,1005 hPa,0 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Oct,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,31.3 °C,25.6 °C,21.6 °C,26.7 °C,23.2 °C,20.6 °C,95%,88%,75%,6 kph,1 kph,14 kph,1010 hPa,1007 hPa,1005 hPa,1.8 mm
2,29.7 °C,25.6 °C,22.3 °C,26.7 °C,23.6 °C,21.1 °C,95%,91%,81%,5 kph,1 kph,10 kph,1009 hPa,1007 hPa,1005 hPa,2.8 mm
3,31 °C,26.3 °C,22.2 °C,26.7 °C,23.7 °C,21.1 °C,96%,87%,72%,5 kph,1 kph,14 kph,1008 hPa,1006 hPa,1004 hPa,0.3 mm
4,27.6 °C,25.1 °C,23.4 °C,25.6 °C,23.6 °C,22.2 °C,95%,93%,89%,5 kph,1 kph,10 kph,1008 hPa,1006 hPa,1004 hPa,7.6 mm
5,29.3 °C,25.3 °C,22.8 °C,25.6 °C,23.5 °C,21.7 °C,96%,91%,82%,6 kph,1 kph,13 kph,1007 hPa,1005 hPa,1003 hPa,0.8 mm
6,28.8 °C,25.4 °C,22.9 °C,25.6 °C,23.5 °C,21.7 °C,95%,91%,82%,3 kph,0 kph,10 kph,1009 hPa,1007 hPa,1005 hPa,0.3 mm
7,32.1 °C,26.7 °C,22.3 °C,26.7 °C,23.4 °C,21.1 °C,95%,84%,70%,10 kph,2 kph,27 kph,1010 hPa,1008 hPa,1006 hPa,0.3 mm
8,31.3 °C,26.3 °C,22.3 °C,26.7 °C,23.6 °C,21.1 °C,95%,87%,72%,5 kph,1 kph,11 kph,1010 hPa,1008 hPa,1006 hPa,1.3 mm
9,31.8 °C,26.3 °C,22.1 °C,26.7 °C,23.7 °C,21.1 °C,95%,87%,75%,5 kph,1 kph,11 kph,1009 hPa,1007 hPa,1005 hPa,6.3 mm
10,31.4 °C,26.2 °C,23.7 °C,26.7 °C,23.9 °C,22.2 °C,95%,89%,75%,5 kph,1 kph,16 kph,1009 hPa,1006 hPa,1004 hPa,22.6 mm
11,31 °C,25.9 °C,22.2 °C,26.7 °C,23.5 °C,21.1 °C,95%,88%,76%,6 kph,1 kph,16 kph,1009 hPa,1006 hPa,1004 hPa,0.3 mm
12,28.9 °C,25.1 °C,23.1 °C,25.6 °C,23.3 °C,21.7 °C,95%,91%,83%,5 kph,1 kph,13 kph,1009 hPa,1006 hPa,1004 hPa,9.1 mm
13,29.2 °C,24.9 °C,22.7 °C,26.1 °C,23.4 °C,21.7 °C,95%,93%,83%,5 kph,1 kph,13 kph,1008 hPa,1006 hPa,1004 hPa,66.8 mm
14,27.4 °C,25.1 °C,22.8 °C,25.6 °C,23.8 °C,21.7 °C,96%,94%,91%,5 kph,1 kph,13 kph,1007 hPa,1005 hPa,1003 hPa,1.8 mm
15,28.3 °C,24.7 °C,22.1 °C,24.4 °C,22.8 °C,21.1 °C,95%,91%,78%,5 kph,1 kph,16 kph,1005 hPa,1003 hPa,1002 hPa,8.1 mm
16,29 °C,25.8 °C,23.6 °C,27.2 °C,24.2 °C,22.2 °C,95%,92%,85%,8 kph,2 kph,16 kph,1007 hPa,1005 hPa,1003 hPa,3 mm
17,29.9 °C,25.9 °C,23.8 °C,26.7 °C,23.9 °C,22.8 °C,95%,90%,80%,5 kph,1 kph,14 kph,1008 hPa,1006 hPa,1005 hPa,0.8 mm
18,30.8 °C,25.2 °C,22.3 °C,27.2 °C,23.4 °C,21.1 °C,95%,91%,79%,8 kph,1 kph,19 kph,1008 hPa,1006 hPa,1004 hPa,27.9 mm
19,31 °C,25.7 °C,22.1 °C,26.7 °C,23.4 °C,21.1 °C,95%,89%,77%,5 kph,1 kph,14 kph,1006 hPa,1003 hPa,1000 hPa,0.8 mm
20,30.3 °C,26.3 °C,24.2 °C,27.2 °C,24.1 °C,22.8 °C,95%,89%,76%,6 kph,2 kph,14 kph,1008 hPa,1005 hPa,1002 hPa,2.3 mm
21,30.8 °C,26.3 °C,21.8 °C,26.7 °C,23.8 °C,20.6 °C,95%,87%,76%,6 kph,2 kph,16 kph,1010 hPa,1008 hPa,1005 hPa,1 mm
22,31.3 °C,26.7 °C,22.9 °C,26.1 °C,24.1 °C,21.7 °C,95%,87%,73%,6 kph,1 kph,14 kph,1010 hPa,1008 hPa,1005 hPa,67.8 mm
23,31.6 °C,27.1 °C,23.3 °C,26.7 °C,24.4 °C,22.2 °C,95%,87%,73%,5 kph,1 kph,13 kph,1009 hPa,1007 hPa,1005 hPa,0.3 mm
24,29.7 °C,25.5 °C,23.3 °C,26.1 °C,23.6 °C,21.7 °C,95%,91%,81%,6 kph,1 kph,18 kph,1010 hPa,1008 hPa,1006 hPa,0.8 mm
25,30.7 °C,26.8 °C,23.8 °C,25.6 °C,23.9 °C,22.2 °C,95%,86%,71%,6 kph,3 kph,19 kph,1011 hPa,1008 hPa,1006 hPa,5.6 mm
26,30.2 °C,26.7 °C,23.5 °C,26.1 °C,24.1 °C,22.2 °C,95%,87%,76%,8 kph,2 kph,18 kph,1011 hPa,1009 hPa,1007 hPa,0.3 mm
27,29.2 °C,26.7 °C,24.3 °C,26.1 °C,24.5 °C,22.8 °C,95%,89%,82%,8 kph,2 kph,18 kph,1012 hPa,1009 hPa,1007 hPa,0 mm
28,28.7 °C,26.1 °C,24.7 °C,26.1 °C,24.4 °C,23.3 °C,94%,92%,88%,6 kph,1 kph,14 kph,1010 hPa,1008 hPa,1005 hPa,13.5 mm
29,29.6 °C,26.5 °C,24.3 °C,26.1 °C,24.4 °C,22.8 °C,95%,90%,82%,6 kph,2 kph,18 kph,1010 hPa,1008 hPa,1006 hPa,12.4 mm
30,27.8 °C,25.1 °C,22.7 °C,24.4 °C,23.3 °C,21.7 °C,95%,91%,83%,5 kph,1 kph,18 kph,1011 hPa,1009 hPa,1007 hPa,33.3 mm
31,27.9 °C,25.2 °C,23.8 °C,25.6 °C,23.4 °C,22.8 °C,95%,92%,86%,6 kph,2 kph,19 kph,1010 hPa,1008 hPa,1006 hPa,18 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Nov,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,28.7 °C,25.8 °C,23.1 °C,25.6 °C,23.8 °C,22.2 °C,95%,90%,83%,10 kph,3 kph,23 kph,1008 hPa,1006 hPa,1004 hPa,5.8 mm
2,29.1 °C,26.1 °C,24.1 °C,25.6 °C,23.9 °C,22.8 °C,94%,89%,81%,8 kph,2 kph,23 kph,1007 hPa,1005 hPa,1003 hPa,5.6 mm
3,28.1 °C,25 °C,23.4 °C,25.6 °C,23.3 °C,22.2 °C,95%,92%,85%,6 kph,1 kph,16 kph,1009 hPa,1007 hPa,1005 hPa,39.6 mm
4,26.9 °C,24.1 °C,22.9 °C,25 °C,22.7 °C,21.7 °C,95%,93%,91%,3 kph,1 kph,8 kph,1008 hPa,1007 hPa,1006 hPa,22.9 mm
5,30.3 °C,25.8 °C,22.2 °C,26.1 °C,23.5 °C,21.1 °C,94%,89%,78%,6 kph,2 kph,18 kph,1010 hPa,1008 hPa,1005 hPa,0 mm
6,29.3 °C,25.9 °C,23.2 °C,25.6 °C,23.4 °C,21.7 °C,94%,88%,76%,8 kph,2 kph,18 kph,1012 hPa,1010 hPa,1008 hPa,0.8 mm
7,29.8 °C,25.6 °C,22.2 °C,24.4 °C,22.1 °C,20.6 °C,94%,83%,66%,11 kph,3 kph,24 kph,1012 hPa,1010 hPa,1009 hPa,0.8 mm
8,29.1 °C,25.5 °C,22.8 °C,23.3 °C,21.9 °C,21.1 °C,92%,82%,68%,13 kph,3 kph,24 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
9,28.8 °C,25 °C,21.6 °C,22.8 °C,20.9 °C,19.4 °C,91%,80%,65%,10 kph,4 kph,23 kph,1012 hPa,1011 hPa,1009 hPa,0 mm
10,29.4 °C,24.8 °C,20.8 °C,23.9 °C,21.4 °C,18.9 °C,94%,83%,67%,8 kph,3 kph,19 kph,1012 hPa,1010 hPa,1008 hPa,0 mm
11,29.7 °C,24.3 °C,19.7 °C,25 °C,21.4 °C,18.3 °C,94%,85%,69%,10 kph,2 kph,19 kph,1012 hPa,1010 hPa,1008 hPa,1.8 mm
12,28.2 °C,24.8 °C,21.5 °C,25.6 °C,22.8 °C,20 °C,94%,91%,85%,6 kph,1 kph,19 kph,1012 hPa,1010 hPa,1008 hPa,4.6 mm
13,30 °C,25.9 °C,21.9 °C,24.4 °C,22.8 °C,20.6 °C,93%,85%,68%,10 kph,3 kph,29 kph,1011 hPa,1009 hPa,1007 hPa,2.8 mm
14,27.9 °C,25.7 °C,24.1 °C,26.1 °C,24 °C,22.8 °C,94%,91%,88%,6 kph,2 kph,18 kph,1009 hPa,1007 hPa,1005 hPa,13 mm
15,30.3 °C,26.2 °C,23.6 °C,26.1 °C,24 °C,22.2 °C,94%,89%,78%,6 kph,2 kph,18 kph,1009 hPa,1007 hPa,1005 hPa,1.5 mm
16,31.2 °C,26.8 °C,23.2 °C,26.1 °C,24 °C,21.7 °C,94%,86%,74%,6 kph,2 kph,19 kph,1009 hPa,1008 hPa,1006 hPa,0 mm
17,27.7 °C,25.4 °C,23.7 °C,25.6 °C,23.6 °C,22.2 °C,93%,90%,85%,5 kph,0 kph,10 kph,1010 hPa,1008 hPa,1006 hPa,4.6 mm
18,28.7 °C,26.4 °C,24.2 °C,25 °C,23.6 °C,22.8 °C,93%,89%,80%,6 kph,2 kph,21 kph,1009 hPa,1007 hPa,1005 hPa,24.6 mm
19,29.7 °C,27.1 °C,24.6 °C,26.1 °C,24.4 °C,23.3 °C,94%,89%,80%,5 kph,1 kph,14 kph,1009 hPa,1007 hPa,1005 hPa,1.3 mm
20,30.3 °C,27.1 °C,23.8 °C,25.6 °C,23.8 °C,22.2 °C,93%,87%,75%,8 kph,2 kph,19 kph,1010 hPa,1009 hPa,1007 hPa,0 mm
21,28.4 °C,25.3 °C,22.3 °C,25 °C,23.2 °C,20.6 °C,94%,88%,82%,6 kph,2 kph,26 kph,1010 hPa,1008 hPa,1005 hPa,1 mm
22,29.9 °C,26.4 °C,22.9 °C,26.1 °C,23.7 °C,21.7 °C,93%,88%,77%,8 kph,1 kph,21 kph,1010 hPa,1008 hPa,1005 hPa,1.3 mm
23,28.3 °C,26.3 °C,24.3 °C,25.6 °C,23.9 °C,22.8 °C,93%,90%,85%,8 kph,2 kph,18 kph,1009 hPa,1008 hPa,1006 hPa,1.3 mm
24,27.9 °C,25.9 °C,23.9 °C,24.4 °C,23 °C,21.7 °C,92%,88%,78%,6 kph,3 kph,21 kph,1009 hPa,1007 hPa,1004 hPa,13 mm
25,24.3 °C,23.7 °C,23 °C,22.8 °C,22.3 °C,21.7 °C,94%,94%,93%,11 kph,4 kph,27 kph,1007 hPa,1002 hPa,998 hPa,129.8 mm
26,30.8 °C,26.3 °C,21.9 °C,26.1 °C,23.6 °C,20.6 °C,94%,88%,75%,5 kph,1 kph,13 kph,1009 hPa,1007 hPa,1005 hPa,0.8 mm
27,31.3 °C,27.1 °C,22.8 °C,26.7 °C,23.9 °C,21.1 °C,93%,88%,77%,6 kph,1 kph,11 kph,1009 hPa,1007 hPa,1005 hPa,8.4 mm
28,31.1 °C,27.1 °C,23.1 °C,26.1 °C,24.1 °C,21.7 °C,93%,86%,74%,6 kph,2 kph,14 kph,1010 hPa,1008 hPa,1007 hPa,0.3 mm
29,29.1 °C,26.6 °C,24 °C,25 °C,23.6 °C,22.8 °C,93%,88%,77%,8 kph,2 kph,19 kph,1011 hPa,1010 hPa,1008 hPa,6.6 mm
30,29.8 °C,26.8 °C,23.8 °C,25.6 °C,23.8 °C,22.2 °C,93%,86%,76%,10 kph,3 kph,19 kph,1012 hPa,1010 hPa,1008 hPa,1.5 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Dec,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,29.2 °C,26.2 °C,23.3 °C,25.6 °C,23.6 °C,21.7 °C,93%,88%,79%,6 kph,2 kph,23 kph,1012 hPa,1010 hPa,1008 hPa,0.3 mm
2,29.8 °C,26.7 °C,23.6 °C,25.6 °C,23.8 °C,22.2 °C,93%,88%,76%,8 kph,2 kph,26 kph,1012 hPa,1010 hPa,1008 hPa,2 mm
3,27.9 °C,26.2 °C,24.3 °C,25.6 °C,23.8 °C,22.8 °C,92%,89%,86%,6 kph,3 kph,18 kph,1012 hPa,1010 hPa,1008 hPa,5.3 mm
4,29.4 °C,26.8 °C,24.2 °C,25.6 °C,23.9 °C,22.8 °C,93%,87%,77%,8 kph,3 kph,19 kph,1011 hPa,1009 hPa,1007 hPa,0.8 mm
5,29.6 °C,26.6 °C,23.7 °C,25.6 °C,23.7 °C,22.2 °C,93%,87%,75%,6 kph,2 kph,16 kph,1010 hPa,1008 hPa,1006 hPa,0.3 mm
6,29.1 °C,26.9 °C,24.7 °C,26.1 °C,24.2 °C,23.3 °C,92%,89%,80%,10 kph,3 kph,19 kph,1010 hPa,1008 hPa,1006 hPa,7.6 mm
7,29.2 °C,26.8 °C,24.3 °C,26.7 °C,24.1 °C,22.8 °C,93%,91%,85%,6 kph,1 kph,18 kph,1008 hPa,1006 hPa,1004 hPa,7.1 mm
8,27.7 °C,25.7 °C,23.8 °C,25.6 °C,23.5 °C,22.2 °C,93%,91%,86%,6 kph,2 kph,14 kph,1007 hPa,1005 hPa,1003 hPa,23.6 mm
9,29 °C,25.9 °C,22.8 °C,26.1 °C,23.7 °C,21.1 °C,93%,90%,83%,5 kph,1 kph,13 kph,1007 hPa,1005 hPa,1003 hPa,1.5 mm
10,29.3 °C,25.9 °C,22.4 °C,26.1 °C,23.3 °C,20.6 °C,93%,91%,84%,5 kph,0 kph,16 kph,1008 hPa,1006 hPa,1004 hPa,31 mm
11,28.8 °C,25.7 °C,22.6 °C,26.1 °C,23.7 °C,21.1 °C,92%,90%,86%,5 kph,1 kph,10 kph,1008 hPa,1006 hPa,1004 hPa,1 mm
12,29.2 °C,25.9 °C,22.7 °C,26.1 °C,23.7 °C,21.1 °C,92%,91%,86%,5 kph,1 kph,10 kph,1008 hPa,1006 hPa,1004 hPa,20.1 mm
13,28.7 °C,26.2 °C,23.6 °C,26.1 °C,23.3 °C,21.7 °C,92%,90%,84%,5 kph,1 kph,14 kph,1009 hPa,1007 hPa,1006 hPa,0 mm
14,30.2 °C,26.2 °C,22.2 °C,26.1 °C,23 °C,20.6 °C,92%,88%,76%,5 kph,1 kph,13 kph,1010 hPa,1008 hPa,1006 hPa,0.5 mm
15,29 °C,25.6 °C,22.2 °C,25.6 °C,22.8 °C,20.6 °C,92%,88%,79%,6 kph,2 kph,18 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
16,28 °C,25.4 °C,22.9 °C,25 °C,22.8 °C,21.1 °C,92%,90%,84%,10 kph,2 kph,24 kph,1011 hPa,1009 hPa,1007 hPa,29.5 mm
17,26 °C,24.8 °C,23.6 °C,23.9 °C,22.7 °C,21.7 °C,92%,91%,88%,10 kph,4 kph,23 kph,1013 hPa,1011 hPa,1009 hPa,2.3 mm
18,28.3 °C,26 °C,23.7 °C,25 °C,23.3 °C,21.7 °C,92%,89%,83%,8 kph,3 kph,19 kph,1012 hPa,1010 hPa,1008 hPa,3 mm
19,28.2 °C,26 °C,23.8 °C,25.6 °C,23.5 °C,22.2 °C,92%,90%,84%,8 kph,2 kph,21 kph,1011 hPa,1009 hPa,1007 hPa,10.9 mm
20,28.3 °C,25.3 °C,22.3 °C,24.4 °C,22.6 °C,20.6 °C,92%,88%,79%,10 kph,3 kph,19 kph,1011 hPa,1009 hPa,1007 hPa,1.5 mm
21,28.7 °C,26 °C,23.3 °C,25 °C,23.4 °C,21.7 °C,92%,88%,80%,8 kph,2 kph,19 kph,1011 hPa,1009 hPa,1007 hPa,1.5 mm
22,27.9 °C,25.8 °C,23.6 °C,25 °C,23.2 °C,21.7 °C,92%,89%,82%,8 kph,2 kph,19 kph,1010 hPa,1008 hPa,1006 hPa,1 mm
23,27.6 °C,26 °C,24.4 °C,25 °C,23.5 °C,22.2 °C,91%,89%,84%,10 kph,4 kph,23 kph,1009 hPa,1007 hPa,1005 hPa,14 mm
24,28.9 °C,25.9 °C,22.9 °C,24.4 °C,22.8 °C,21.1 °C,92%,86%,77%,8 kph,3 kph,21 kph,1009 hPa,1007 hPa,1005 hPa,1.8 mm
25,29.1 °C,26.8 °C,24.6 °C,25 °C,23.4 °C,22.2 °C,91%,85%,77%,10 kph,4 kph,34 kph,1007 hPa,1006 hPa,1004 hPa,0.5 mm
26,29.4 °C,26.5 °C,23.8 °C,26.7 °C,24 °C,22.2 °C,92%,89%,81%,5 kph,1 kph,13 kph,1007 hPa,1005 hPa,1003 hPa,1.3 mm
27,31 °C,27.2 °C,23.3 °C,27.2 °C,23.8 °C,21.7 °C,91%,88%,78%,5 kph,1 kph,18 kph,1009 hPa,1006 hPa,1004 hPa,2.5 mm
28,29.3 °C,26.1 °C,22.8 °C,26.1 °C,23.7 °C,21.1 °C,91%,89%,84%,6 kph,1 kph,16 kph,1009 hPa,1008 hPa,1006 hPa,2.5 mm
29,30 °C,26.7 °C,23.6 °C,25 °C,23.4 °C,21.7 °C,91%,85%,75%,8 kph,3 kph,19 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
30,28.9 °C,26.2 °C,23.6 °C,24.4 °C,23.2 °C,21.7 °C,91%,86%,75%,11 kph,3 kph,27 kph,1012 hPa,1010 hPa,1009 hPa,0.3 mm
31,29.4 °C,26.8 °C,24.3 °C,25 °C,23.2 °C,22.2 °C,90%,86%,77%,10 kph,4 kph,32 kph,1011 hPa,1009 hPa,1007 hPa,1 mm
2017,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Jan,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,26 °C,25.1 °C,24.1 °C,23.9 °C,22.9 °C,22.2 °C,91 %,90 %,90 %,8 kph,3 kph,19 kph,1011 hPa,1010 hPa,1008 hPa,10.4 mm
2,27.9 °C,25.8 °C,23.8 °C,25 °C,23.4 °C,22.2 °C,91 %,90 %,86 %,8 kph,3 kph,21 kph,1010 hPa,1008 hPa,1007 hPa,16.5 mm
3,28.3 °C,26.1 °C,23.8 °C,25.6 °C,23.3 °C,22.2 °C,91 %,89 %,82 %,11 kph,4 kph,26 kph,1010 hPa,1008 hPa,1006 hPa,13 mm
4,29.1 °C,26.6 °C,24.1 °C,25 °C,23.5 °C,22.2 °C,91 %,87 %,77 %,8 kph,3 kph,26 kph,1010 hPa,1008 hPa,1006 hPa,1.5 mm
5,27.7 °C,25.4 °C,23.2 °C,25 °C,22.9 °C,21.1 °C,91 %,89 %,84 %,8 kph,1 kph,19 kph,1010 hPa,1008 hPa,1006 hPa,1 mm
6,27.7 °C,25.2 °C,22.7 °C,23.9 °C,21.9 °C,20.6 °C,91 %,85 %,78 %,10 kph,4 kph,26 kph,1010 hPa,1008 hPa,1006 hPa,1 mm
7,27.7 °C,25.4 °C,23.1 °C,23.9 °C,22.1 °C,21.1 °C,91 %,86 %,77 %,10 kph,3 kph,21 kph,1009 hPa,1007 hPa,1004 hPa,0 mm
8,26.7 °C,24.9 °C,23.1 °C,23.3 °C,21.9 °C,21.1 °C,91 %,88 %,81 %,6 kph,2 kph,21 kph,1008 hPa,1006 hPa,1005 hPa,2.5 mm
9,25.8 °C,24.5 °C,23.2 °C,23.9 °C,22.1 °C,21.1 °C,91 %,90 %,84 %,10 kph,4 kph,24 kph,1007 hPa,1005 hPa,1003 hPa,38.4 mm
10,26.3 °C,25.1 °C,23.8 °C,24.4 °C,22.7 °C,22.2 °C,91 %,91 %,90 %,6 kph,2 kph,18 kph,1008 hPa,1007 hPa,1005 hPa,17.8 mm
11,26.3 °C,24.9 °C,23.5 °C,24.4 °C,22.6 °C,21.7 °C,92 %,91 %,90 %,5 kph,1 kph,14 kph,1010 hPa,1008 hPa,1006 hPa,18.8 mm
12,28.4 °C,25.5 °C,22.7 °C,25 °C,22.7 °C,21.1 °C,92 %,88 %,77 %,8 kph,2 kph,18 kph,1009 hPa,1008 hPa,1006 hPa,0.3 mm
13,27.3 °C,24.9 °C,22.5 °C,23.9 °C,22.3 °C,21.1 °C,92 %,89 %,82 %,10 kph,2 kph,21 kph,1008 hPa,1007 hPa,1005 hPa,4.6 mm
14,26.1 °C,24.6 °C,23.2 °C,23.9 °C,22.3 °C,21.7 °C,92 %,91 %,89 %,8 kph,2 kph,18 kph,1010 hPa,1008 hPa,1006 hPa,16 mm
15,27.6 °C,25.3 °C,23.1 °C,24.4 °C,22.6 °C,21.7 °C,92 %,89 %,82 %,8 kph,2 kph,18 kph,1010 hPa,1008 hPa,1006 hPa,2.5 mm
16,24.3 °C,22.8 °C,21.2 °C,22.8 °C,20.9 °C,19.4 °C,92 %,92 %,91 %,11 kph,4 kph,29 kph,1013 hPa,1010 hPa,1006 hPa,99.1 mm
